id,web_name,now_cost,total_points,form,minutes,expected_goals,expected_assists,expected_goal_involvements,ict_index,chance_of_playing_next_round,position,team_name,base_xP,AI_xP_gw1,AI_xP_gw2,AI_xP_gw3,AI_xP_gw4,AI_xP_gw5,AI_xP_gw6,AI_xP_gw7,AI_xP_gw8,AI_xP_gw9,AI_xP_gw10,AI_xP_gw11,AI_xP_gw12,AI_xP_gw13,AI_xP_gw14,AI_xP_gw15,AI_xP_gw16,AI_xP_gw17,AI_xP_gw18,AI_xP_gw19,AI_xP_gw20,AI_xP_gw21,AI_xP_gw22,AI_xP_gw23,AI_xP_gw24,AI_xP_gw25,AI_xP_gw26,AI_xP_gw27,AI_xP_gw28,AI_xP_gw29,AI_xP_gw30,AI_xP_gw31,AI_xP_gw32,AI_xP_gw33,AI_xP_gw34,AI_xP_gw35,AI_xP_gw36,AI_xP_gw37,AI_xP_gw38
26,Havertz,7.6,19,3.2,437,1.67,0.37,2.04,32.6,100.0,FWD,Arsenal,3.9021075147073265,3.9021075147073265,3.9021075147073265,3.9021075147073265,3.9021075147073265,3.9021075147073265,4.877634393384158,3.9021075147073265,3.9021075147073265,2.926580636030495,4.877634393384158,3.9021075147073265,2.926580636030495,3.9021075147073265,3.9021075147073265,3.9021075147073265,2.926580636030495,3.9021075147073265,3.9021075147073265,4.877634393384158,3.9021075147073265,4.877634393384158,4.877634393384158,2.926580636030495,2.926580636030495,4.877634393384158,4.877634393384158,2.926580636030495,3.9021075147073265,2.926580636030495,4.877634393384158,4.877634393384158,3.9021075147073265,3.9021075147073265,3.9021075147073265,3.9021075147073265,3.9021075147073265,3.9021075147073265,4.877634393384158
31,Konsa,4.6,12,3.0,281,0.23,0.02,0.25,7.3,100.0,DEF,Arsenal,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.6183160530581926,2.0946528424465543,2.0946528424465543,1.5709896318349157,2.6183160530581926,2.0946528424465543,1.5709896318349157,2.0946528424465543,2.0946528424465543,2.0946528424465543,1.5709896318349157,2.0946528424465543,2.0946528424465543,2.6183160530581926,2.0946528424465543,2.6183160530581926,2.6183160530581926,1.5709896318349157,1.5709896318349157,2.6183160530581926,2.6183160530581926,1.5709896318349157,2.0946528424465543,1.5709896318349157,2.6183160530581926,2.6183160530581926,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.0946528424465543,2.6183160530581926
452,Bruno G.,6.7,9,2.2,123,0.09,0.16,0.25,6.6,100.0,MID,Arsenal,1.207617217366898,1.207617217366898,1.207617217366898,1.207617217366898,1.207617217366898,1.207617217366898,1.5095215217086224,1.207617217366898,1.207617217366898,0.9057129130251735,1.5095215217086224,1.207617217366898,0.9057129130251735,1.207617217366898,1.207617217366898,1.207617217366898,0.9057129130251735,1.207617217366898,1.207617217366898,1.5095215217086224,1.207617217366898,1.5095215217086224,1.5095215217086224,0.9057129130251735,0.9057129130251735,1.5095215217086224,1.5095215217086224,0.9057129130251735,1.207617217366898,0.9057129130251735,1.5095215217086224,1.5095215217086224,1.207617217366898,1.207617217366898,1.207617217366898,1.207617217366898,1.207617217366898,1.207617217366898,1.5095215217086224
557,Tzolis,6.3,16,2.5,362,0.19,0.55,0.74,21.8,100.0,MID,Arsenal,3.267267589078426,3.267267589078426,3.267267589078426,3.267267589078426,3.267267589078426,3.267267589078426,4.084084486348033,3.267267589078426,3.267267589078426,2.4504506918088196,4.084084486348033,3.267267589078426,2.4504506918088196,3.267267589078426,3.267267589078426,3.267267589078426,2.4504506918088196,3.267267589078426,3.267267589078426,4.084084486348033,3.267267589078426,4.084084486348033,4.084084486348033,2.4504506918088196,2.4504506918088196,4.084084486348033,4.084084486348033,2.4504506918088196,3.267267589078426,2.4504506918088196,4.084084486348033,4.084084486348033,3.267267589078426,3.267267589078426,3.267267589078426,3.267267589078426,3.267267589078426,3.267267589078426,4.084084486348033
29,M.Bizot,4.5,1,0.0,90,0.0,0.0,0.0,2.8,0.0,GK,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cash,4.4,6,1.8,296,0.15,0.04,0.19,7.2,100.0,DEF,Aston Villa,2.134181523222444,2.134181523222444,2.134181523222444,2.134181523222444,2.134181523222444,2.134181523222444,2.134181523222444,2.134181523222444,1.600636142416833,2.667726904028055,1.600636142416833,2.667726904028055,2.667726904028055,2.134181523222444,2.134181523222444,2.667726904028055,1.600636142416833,2.667726904028055,1.600636142416833,2.134181523222444,2.134181523222444,1.600636142416833,2.134181523222444,2.667726904028055,2.134181523222444,2.134181523222444,2.134181523222444,1.600636142416833,1.600636142416833,2.667726904028055,2.134181523222444,2.667726904028055,1.600636142416833,2.667726904028055,2.134181523222444,2.134181523222444,2.667726904028055,1.600636142416833,2.134181523222444
33,Mings,4.5,10,2.2,261,0.2,0.02,0.22,8.2,100.0,DEF,Aston Villa,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.4414321309919318,2.402386884986553,1.4414321309919318,2.402386884986553,2.402386884986553,1.9219095079892423,1.9219095079892423,2.402386884986553,1.4414321309919318,2.402386884986553,1.4414321309919318,1.9219095079892423,1.9219095079892423,1.4414321309919318,1.9219095079892423,2.402386884986553,1.9219095079892423,1.9219095079892423,1.9219095079892423,1.4414321309919318,1.4414321309919318,2.402386884986553,1.9219095079892423,2.402386884986553,1.4414321309919318,2.402386884986553,1.9219095079892423,1.9219095079892423,2.402386884986553,1.4414321309919318,1.9219095079892423
34,Pau,4.5,3,0.8,187,0.0,0.01,0.01,1.5,0.0,DEF,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Bogarde,4.9,1,0.0,16,0.0,0.0,0.0,0.3,100.0,MID,Aston Villa,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.09529245759439148,0.15882076265731915,0.09529245759439148,0.15882076265731915,0.15882076265731915,0.1270566101258553,0.1270566101258553,0.15882076265731915,0.09529245759439148,0.15882076265731915,0.09529245759439148,0.1270566101258553,0.1270566101258553,0.09529245759439148,0.1270566101258553,0.15882076265731915,0.1270566101258553,0.1270566101258553,0.1270566101258553,0.09529245759439148,0.09529245759439148,0.15882076265731915,0.1270566101258553,0.15882076265731915,0.09529245759439148,0.15882076265731915,0.1270566101258553,0.1270566101258553,0.15882076265731915,0.09529245759439148,0.1270566101258553
36,Maatsen,4.5,9,2.2,335,0.28,0.45,0.73,10.2,0.0,DEF,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lindelöf,4.5,8,2.5,450,0.44,0.17,0.61,14.9,100.0,DEF,Aston Villa,2.651904761904762,2.651904761904762,2.651904761904762,2.651904761904762,2.651904761904762,2.651904761904762,2.651904761904762,2.651904761904762,1.9889285714285716,3.3148809523809524,1.9889285714285716,3.3148809523809524,3.3148809523809524,2.651904761904762,2.651904761904762,3.3148809523809524,1.9889285714285716,3.3148809523809524,1.9889285714285716,2.651904761904762,2.651904761904762,1.9889285714285716,2.651904761904762,3.3148809523809524,2.651904761904762,2.651904761904762,2.651904761904762,1.9889285714285716,1.9889285714285716,3.3148809523809524,2.651904761904762,3.3148809523809524,1.9889285714285716,3.3148809523809524,2.651904761904762,2.651904761904762,3.3148809523809524,1.9889285714285716,2.651904761904762
38,A.García,4.0,0,0.0,0,0.0,0.0,0.0,0.0,100.0,DEF,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Buendía,5.9,21,4.8,401,0.92,0.24,1.16,19.6,100.0,MID,Aston Villa,3.2239998094938227,3.2239998094938227,3.2239998094938227,3.2239998094938227,3.2239998094938227,3.2239998094938227,3.2239998094938227,3.2239998094938227,2.417999857120367,4.029999761867279,2.417999857120367,4.029999761867279,4.029999761867279,3.2239998094938227,3.2239998094938227,4.029999761867279,2.417999857120367,4.029999761867279,2.417999857120367,3.2239998094938227,3.2239998094938227,2.417999857120367,3.2239998094938227,4.029999761867279,3.2239998094938227,3.2239998094938227,3.2239998094938227,2.417999857120367,2.417999857120367,4.029999761867279,3.2239998094938227,4.029999761867279,2.417999857120367,4.029999761867279,3.2239998094938227,3.2239998094938227,4.029999761867279,2.417999857120367,3.2239998094938227
