id,web_name,now_cost,total_points,form,minutes,expected_goals,expected_assists,expected_goal_involvements,position,team_name,base_xP,team,next_3_fdr,AI_xP
655,Gboho,5.5,0,0.0,0,0.0,0.0,0.0,MID,Coventry City,0.0,7,2.3333333333333335,0.0
656,Mfuni,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Coventry City,0.0,7,2.3333333333333335,0.0
42,Guessand,5.5,2,0.5,54,0.03,0.03,0.06,MID,Crystal Palace,2.36,8,2.6666666666666665,2.655
153,Disasi,4.5,1,0.2,139,0.0,0.04,0.04,DEF,Crystal Palace,2.12,8,2.6666666666666665,2.3850000000000002
198,Henderson,5.0,5,1.2,270,0.0,0.0,0.0,GK,Crystal Palace,9.812103174603173,8,2.6666666666666665,11.03861607142857
199,Benitez,4.5,2,0.5,90,0.0,0.0,0.0,GK,Crystal Palace,2.8953214285714286,8,2.6666666666666665,3.257236607142857
202,Richards,5.0,6,1.5,360,0.08,0.06,0.14,DEF,Crystal Palace,8.48,8,2.6666666666666665,9.540000000000001
203,Canvot,4.9,2,0.5,270,0.05,0.01,0.06,DEF,Crystal Palace,4.26,8,2.6666666666666665,4.7924999999999995
204,Mitchell,4.5,17,4.2,329,0.77,0.24,1.01,DEF,Crystal Palace,15.81,8,2.6666666666666665,17.78625
205,Sosa,4.5,0,0.0,0,0.0,0.0,0.0,DEF,Crystal Palace,0.0,8,2.6666666666666665,0.0
206,Chadi Riad,4.4,1,0.2,72,0.0,0.01,0.01,DEF,Crystal Palace,2.3330357142857143,8,2.6666666666666665,2.6246651785714286
207,Mingueza,4.4,2,0.5,16,0.0,0.0,0.0,DEF,Crystal Palace,1.61,8,2.6666666666666665,1.81125
208,Sarr,6.2,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
210,Wharton,5.5,10,2.5,346,0.08,0.36,0.44,MID,Crystal Palace,11.9,8,2.6666666666666665,13.387500000000001
211,Yeremy,5.5,12,3.0,226,0.36,0.4,0.76,MID,Crystal Palace,12.45,8,2.6666666666666665,14.00625
212,Hughes,4.5,2,0.5,29,0.0,0.04,0.04,MID,Crystal Palace,2.04,8,2.6666666666666665,2.295
213,Lerma,4.9,1,0.2,6,0.0,0.0,0.0,MID,Crystal Palace,1.0,8,2.6666666666666665,1.125
214,Kamada,5.0,18,4.5,351,0.05,0.35,0.4,MID,Crystal Palace,16.05,8,2.6666666666666665,18.056250000000002
215,Devenny,5.0,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
216,Esse,5.0,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
217,M.França,4.9,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
218,Doucouré,4.9,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
219,J.Rak-Sakyi,4.9,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
220,Cardines,4.5,0,0.0,0,0.0,0.0,0.0,DEF,Crystal Palace,0.0,8,2.6666666666666665,0.0
221,Drakes-Thomas,4.5,0,0.0,0,0.0,0.0,0.0,MID,Crystal Palace,0.0,8,2.6666666666666665,0.0
222,Strand Larsen,6.0,12,3.0,217,0.39,0.03,0.42,FWD,Crystal Palace,12.43,8,2.6666666666666665,13.98375
223,Mateta,6.3,2,0.5,62,0.7,0.02,0.72,FWD,Crystal Palace,3.07,8,2.6666666666666665,3.45375
224,Nketiah,5.5,7,1.8,167,1.1,0.58,1.68,FWD,Crystal Palace,7.79,8,2.6666666666666665,8.76375
225,Uche,5.0,0,0.0,0,0.0,0.0,0.0,FWD,Crystal Palace,0.0,8,2.6666666666666665,0.0
241,McNeil,5.4,3,0.8,84,0.05,0.02,0.07,MID,Crystal Palace,3.64,8,2.6666666666666665,4.095
555,Matthews,4.0,0,0.0,0,0.0,0.0,0.0,GK,Crystal Palace,0.0,8,2.6666666666666665,0.0
577,Tomiyasu,4.5,2,0.5,144,0.0,0.02,0.02,DEF,Crystal Palace,2.48,8,2.6666666666666665,2.79
588,Khalaili,5.0,13,3.2,289,0.96,0.31,1.27,DEF,Crystal Palace,18.32,8,2.6666666666666665,20.61
595,Gozo,5.0,2,0.5,28,0.0,0.0,0.0,MID,Crystal Palace,1.61,8,2.6666666666666665,1.81125
633,Ahanor,4.5,3,1.5,90,0.0,0.01,0.01,DEF,Crystal Palace,2.8228690476190472,8,2.6666666666666665,3.175727678571428
643,Chilwell,4.5,8,4.0,29,0.27,0.01,0.28,DEF,Crystal Palace,5.78,8,2.6666666666666665,6.5025
644,Timber,5.0,6,3.0,163,0.12,0.03,0.15,MID,Crystal Palace,6.55,8,2.6666666666666665,7.3687499999999995
647,Osorio,5.5,1,0.5,1,0.0,0.0,0.0,MID,Crystal Palace,0.98,8,2.6666666666666665,1.1025
21,Nørgaard,4.9,0,0.0,0,0.0,0.0,0.0,MID,Everton,0.0,9,2.3333333333333335,0.0
209,Johnson,5.9,6,1.5,173,0.21,0.22,0.43,MID,Everton,5.89,9,2.3333333333333335,7.572857142857142
226,Pickford,5.5,17,4.2,360,0.0,0.02,0.02,GK,Everton,17.186666666666667,9,2.3333333333333335,22.097142857142856
227,Travers,5.0,0,0.0,0,0.0,0.0,0.0,GK,Everton,0.0,9,2.3333333333333335,0.0
228,King,4.5,0,0.0,0,0.0,0.0,0.0,GK,Everton,0.0,9,2.3333333333333335,0.0
229,Tarkowski,6.0,29,7.2,360,0.17,0.03,0.2,DEF,Everton,26.46,9,2.3333333333333335,34.019999999999996
230,Branthwaite,5.5,19,4.8,360,0.17,0.02,0.19,DEF,Everton,18.961666666666666,9,2.3333333333333335,24.37928571428571
231,Keane,4.8,0,0.0,0,0.0,0.0,0.0,DEF,Everton,0.0,9,2.3333333333333335,0.0
232,O'Brien,4.9,1,0.2,15,0.0,0.0,0.0,DEF,Everton,1.12,9,2.3333333333333335,1.44
233,Mykolenko,4.5,22,5.5,360,0.0,0.14,0.14,DEF,Everton,15.739166666666668,9,2.3333333333333335,20.236071428571428
234,Patterson,4.5,0,0.0,0,0.0,0.0,0.0,DEF,Everton,0.0,9,2.3333333333333335,0.0
235,Aznou,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Everton,0.0,9,2.3333333333333335,0.0
236,Dewsbury-Hall,6.5,17,4.2,360,0.62,0.49,1.11,MID,Everton,17.22,9,2.3333333333333335,22.139999999999997
238,Grealish,6.5,3,0.8,57,0.02,0.14,0.16,MID,Everton,3.02,9,2.3333333333333335,3.8828571428571426
239,Garner,6.0,8,2.0,238,0.04,0.13,0.17,MID,Everton,10.28,9,2.3333333333333335,13.217142857142855
242,George,5.5,18,4.5,298,0.32,0.31,0.63,MID,Everton,14.72,9,2.3333333333333335,18.925714285714285
243,Alcaraz,4.9,1,0.2,5,0.05,0.02,0.07,MID,Everton,1.29,9,2.3333333333333335,1.6585714285714284
244,Armstrong,5.0,14,3.5,356,0.09,0.12,0.21,MID,Everton,12.35,9,2.3333333333333335,15.878571428571426
245,Dibling,5.4,0,0.0,0,0.0,0.0,0.0,MID,Everton,0.0,9,2.3333333333333335,0.0
246,Röhl,5.0,6,1.5,249,0.0,0.2,0.2,MID,Everton,6.33,9,2.3333333333333335,8.138571428571428
247,Hackney,5.5,9,2.2,136,0.05,0.13,0.18,MID,Everton,8.0,9,2.3333333333333335,10.285714285714285
248,Beto,5.4,2,0.5,31,0.09,0.0,0.09,FWD,Everton,2.39,9,2.3333333333333335,3.0728571428571425
249,Barry,5.6,14,3.5,327,2.98,0.14,3.12,FWD,Everton,15.73,9,2.3333333333333335,20.224285714285713
649,Maitland-Niles,4.5,13,6.5,87,0.06,0.14,0.2,DEF,Everton,5.17,9,2.3333333333333335,6.647142857142857
654,Graham,4.5,0,0.0,0,0.0,0.0,0.0,MID,Everton,0.0,9,2.3333333333333335,0.0
250,Leno,4.5,15,3.8,360,0.0,0.0,0.0,GK,Fulham,12.978452380952385,10,3.3333333333333335,11.680607142857145
251,Lecomte,4.0,0,0.0,0,0.0,0.0,0.0,GK,Fulham,0.0,10,3.3333333333333335,0.0
252,McNally,4.0,0,0.0,0,0.0,0.0,0.0,GK,Fulham,0.0,10,3.3333333333333335,0.0
253,Andersen,5.0,2,0.5,180,0.0,0.1,0.1,DEF,Fulham,5.21,10,3.3333333333333335,4.688999999999999
254,Robinson,4.5,10,2.5,339,0.26,0.21,0.47,DEF,Fulham,15.01,10,3.3333333333333335,13.508999999999999
255,J.Cuenca,4.5,3,0.8,90,0.0,0.03,0.03,DEF,Fulham,2.8418333333333328,10,3.3333333333333335,2.5576499999999993
256,Tete,4.4,0,0.0,27,0.0,0.0,0.0,DEF,Fulham,0.6557142857142857,10,3.3333333333333335,0.5901428571428571
257,Bassey,4.5,9,2.2,360,0.07,0.07,0.14,DEF,Fulham,9.3825,10,3.3333333333333335,8.44425
258,Castagne,4.5,19,4.8,318,0.67,0.38,1.05,DEF,Fulham,16.43,10,3.3333333333333335,14.786999999999999
261,Iwobi,5.4,9,2.2,338,0.2,0.81,1.01,MID,Fulham,10.62,10,3.3333333333333335,9.557999999999998
262,Smith Rowe,5.4,3,0.8,38,0.06,0.02,0.08,MID,Fulham,2.89,10,3.3333333333333335,2.601
263,Kevin,5.3,3,0.8,42,0.03,0.12,0.15,MID,Fulham,2.83,10,3.3333333333333335,2.5469999999999997
264,Bobb,5.5,10,2.5,273,0.32,1.05,1.37,MID,Fulham,12.77,10,3.3333333333333335,11.492999999999999
265,Berge,4.9,8,2.0,273,0.03,0.34,0.37,MID,Fulham,8.75,10,3.3333333333333335,7.874999999999999
266,Cairney,5.0,0,0.0,0,0.0,0.0,0.0,MID,Fulham,0.0,10,3.3333333333333335,0.0
268,King,5.5,22,5.5,346,1.16,0.43,1.59,MID,Fulham,21.35,10,3.3333333333333335,19.215
269,Sessegnon,4.4,3,0.8,50,0.13,0.44,0.57,DEF,Fulham,3.48,10,3.3333333333333335,3.1319999999999997
270,Reed,4.5,0,0.0,0,0.0,0.0,0.0,MID,Fulham,0.0,10,3.3333333333333335,0.0
271,Muniz,5.4,3,0.8,28,0.4,0.0,0.4,FWD,Fulham,3.2,10,3.3333333333333335,2.88
272,Kusi-Asare,4.5,0,0.0,0,0.0,0.0,0.0,FWD,Fulham,0.0,10,3.3333333333333335,0.0
569,Gonzalo,6.0,12,3.0,346,1.64,0.25,1.89,FWD,Fulham,15.78,10,3.3333333333333335,14.201999999999998
570,Palacios,5.5,11,2.8,207,0.98,0.03,1.01,MID,Fulham,10.83,10,3.3333333333333335,9.747
580,Charles,5.0,9,2.2,213,0.09,0.14,0.23,MID,Fulham,7.52,10,3.3333333333333335,6.767999999999999
610,De Fougerolles,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Fulham,0.0,10,3.3333333333333335,0.0
626,Zepa,4.5,0,0.0,0,0.0,0.0,0.0,MID,Fulham,0.0,10,3.3333333333333335,0.0
635,Larsson,5.0,2,1.0,24,0.13,0.23,0.36,MID,Fulham,2.51,10,3.3333333333333335,2.2589999999999995
636,Ángel,5.0,0,0.0,0,0.0,0.0,0.0,MID,Fulham,0.0,10,3.3333333333333335,0.0
650,Affengruber,4.5,8,4.0,90,0.0,0.0,0.0,DEF,Fulham,2.8953214285714286,10,3.3333333333333335,2.6057892857142857
240,Iroegbunam,5.0,1,0.2,25,0.0,0.0,0.0,MID,Hull City,1.15,11,3.3333333333333335,1.035
273,Phillips,4.0,0,0.0,0,0.0,0.0,0.0,GK,Hull City,0.0,11,3.3333333333333335,0.0
274,Butland,4.5,0,0.0,0,0.0,0.0,0.0,GK,Hull City,0.0,11,3.3333333333333335,0.0
275,Cartwright,4.0,0,0.0,0,0.0,0.0,0.0,GK,Hull City,0.0,11,3.3333333333333335,0.0
276,Lo-Tutala,4.0,0,0.0,0,0.0,0.0,0.0,GK,Hull City,0.0,11,3.3333333333333335,0.0
277,Egan,4.1,25,6.2,360,0.04,0.0,0.04,DEF,Hull City,12.091857142857146,11,3.3333333333333335,10.88267142857143
278,Hughes,3.9,0,0.0,0,0.0,0.0,0.0,DEF,Hull City,0.0,11,3.3333333333333335,0.0
279,Ajayi,4.2,26,6.5,333,0.65,0.0,0.65,DEF,Hull City,21.656333333333333,11,3.3333333333333335,19.490699999999997
280,Coyle,4.0,13,3.2,258,0.13,0.03,0.16,DEF,Hull City,14.06,11,3.3333333333333335,12.654
281,Drameh,4.0,2,0.5,65,0.05,0.0,0.05,DEF,Hull City,2.33,11,3.3333333333333335,2.097
282,Giles,4.0,24,6.0,354,0.02,0.35,0.37,DEF,Hull City,15.67,11,3.3333333333333335,14.102999999999998
283,Jacob,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Hull City,0.0,11,3.3333333333333335,0.0
284,McCarthy,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Hull City,0.0,11,3.3333333333333335,0.0
285,McNair,4.0,1,0.2,26,0.0,0.0,0.0,DEF,Hull City,0.81,11,3.3333333333333335,0.729
286,Belloumi,5.0,27,6.8,312,0.37,0.12,0.49,MID,Hull City,21.47,11,3.3333333333333335,19.322999999999997
287,Millar,5.0,6,1.5,50,0.58,0.0,0.58,MID,Hull City,5.41,11,3.3333333333333335,4.869
288,Dowell,4.5,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
289,Crooks,4.5,3,0.8,158,0.0,0.0,0.0,MID,Hull City,3.122452380952381,11,3.3333333333333335,2.8102071428571427
290,Slater,4.5,13,3.2,360,0.08,0.56,0.64,MID,Hull City,11.4,11,3.3333333333333335,10.26
291,Matazo,4.5,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
292,Ömür,4.9,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
293,Kamara,5.0,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
294,Zambrano,4.5,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
295,McBurnie,5.5,12,3.0,351,0.87,0.11,0.98,FWD,Hull City,13.31,11,3.3333333333333335,11.979
296,Akintola,5.0,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
297,Gyabi,4.5,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
298,Destan,4.5,0,0.0,0,0.0,0.0,0.0,FWD,Hull City,0.0,11,3.3333333333333335,0.0
299,Burstow,4.5,0,0.0,0,0.0,0.0,0.0,FWD,Hull City,0.0,11,3.3333333333333335,0.0
340,Gelhardt,5.0,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
556,Targett,4.0,1,0.2,5,0.0,0.0,0.0,DEF,Hull City,1.03,11,3.3333333333333335,0.9269999999999999
563,Morita,5.0,1,0.2,45,0.0,0.0,0.0,MID,Hull City,1.1366666666666667,11,3.3333333333333335,1.023
572,Tzolakis,4.6,28,7.0,360,0.0,0.0,0.0,GK,Hull City,22.06364285714286,11,3.3333333333333335,19.857278571428573
574,Hjertø-Dahl,4.9,1,0.2,8,0.0,0.0,0.0,MID,Hull City,1.0,11,3.3333333333333335,0.8999999999999999
576,Stroud,5.0,7,1.8,249,0.06,0.05,0.11,MID,Hull City,7.49,11,3.3333333333333335,6.741
585,Herrington,4.0,4,1.0,107,0.0,0.01,0.01,DEF,Hull City,2.889285714285714,11,3.3333333333333335,2.6003571428571424
586,Mendy,4.1,25,6.2,249,0.32,0.0,0.32,DEF,Hull City,20.42,11,3.3333333333333335,18.378
589,Gourna-Douath,5.0,3,0.8,126,0.0,0.02,0.02,MID,Hull City,3.08,11,3.3333333333333335,2.772
617,Cho,5.0,3,1.0,45,0.52,0.16,0.68,MID,Hull City,4.55,11,3.3333333333333335,4.095
632,Ansah,5.0,0,0.0,0,0.0,0.0,0.0,FWD,Hull City,0.0,11,3.3333333333333335,0.0
637,Vaz,5.0,1,0.5,8,0.0,0.0,0.0,FWD,Hull City,1.0,11,3.3333333333333335,0.8999999999999999
638,Norton-Cuffy,4.0,1,0.5,34,0.05,0.0,0.05,DEF,Hull City,1.8,11,3.3333333333333335,1.6199999999999999
642,Thomas,5.5,2,1.0,57,0.02,0.07,0.09,MID,Hull City,2.88,11,3.3333333333333335,2.5919999999999996
645,Mouzakitis,5.0,0,0.0,0,0.0,0.0,0.0,MID,Hull City,0.0,11,3.3333333333333335,0.0
259,Diop,4.0,8,2.0,360,0.0,0.15,0.15,DEF,Ipswich Town,7.92,12,2.6666666666666665,8.91
267,Lukić,5.0,9,2.2,328,0.02,0.16,0.18,MID,Ipswich Town,10.79,12,2.6666666666666665,12.138749999999998
300,Walton,4.4,0,0.0,0,0.0,0.0,0.0,GK,Ipswich Town,0.0,12,2.6666666666666665,0.0
301,Palmer,4.0,0,0.0,0,0.0,0.0,0.0,GK,Ipswich Town,0.0,12,2.6666666666666665,0.0
302,Button,4.0,0,0.0,0,0.0,0.0,0.0,GK,Ipswich Town,0.0,12,2.6666666666666665,0.0
303,Kipré,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Ipswich Town,0.0,12,2.6666666666666665,0.0
304,O'Shea,4.0,8,2.0,360,0.07,0.26,0.33,DEF,Ipswich Town,7.95,12,2.6666666666666665,8.94375
305,Davis,4.0,23,5.8,360,1.17,0.44,1.61,DEF,Ipswich Town,22.04,12,2.6666666666666665,24.794999999999998
306,Greaves,4.0,3,0.8,357,0.0,0.06,0.06,DEF,Ipswich Town,5.3020000000000005,12,2.6666666666666665,5.96475
307,Johnson,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Ipswich Town,0.0,12,2.6666666666666665,0.0
308,Furlong,4.0,1,0.2,17,0.0,0.0,0.0,DEF,Ipswich Town,1.24,12,2.6666666666666665,1.395
309,Núñez,5.0,6,1.5,140,0.03,0.05,0.08,MID,Ipswich Town,5.97,12,2.6666666666666665,6.71625
310,Matusiwa,4.9,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
311,Burns,5.0,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
312,Taylor,4.5,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
313,Clarke,5.4,9,2.2,105,0.3,0.04,0.34,MID,Ipswich Town,4.21,12,2.6666666666666665,4.73625
314,Ogbene,4.9,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
315,Fatawu,5.5,9,2.2,286,0.03,0.83,0.86,MID,Ipswich Town,10.32,12,2.6666666666666665,11.61
316,Emersonn,5.5,24,6.0,237,1.48,0.11,1.59,FWD,Ipswich Town,20.48,12,2.6666666666666665,23.04
317,Hirst,5.0,0,0.0,0,0.0,0.0,0.0,FWD,Ipswich Town,0.0,12,2.6666666666666665,0.0
318,Philogene,5.4,1,0.2,28,0.02,0.0,0.01,MID,Ipswich Town,1.2,12,2.6666666666666665,1.3499999999999999
319,Szmodics,5.0,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
320,Akpom,5.0,6,1.5,69,0.97,0.0,0.97,FWD,Ipswich Town,4.82,12,2.6666666666666665,5.4225
321,Walle Egeli,4.5,1,0.2,10,0.0,0.0,0.0,FWD,Ipswich Town,1.06,12,2.6666666666666665,1.1925000000000001
322,Al-Hamadi,5.0,0,0.0,0,0.0,0.0,0.0,FWD,Ipswich Town,0.0,12,2.6666666666666665,0.0
323,McAteer,4.5,3,0.8,42,0.05,0.0,0.05,MID,Ipswich Town,2.82,12,2.6666666666666665,3.1725
324,Mehmeti,4.9,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
554,Van Oevelen,4.5,0,0.0,0,0.0,0.0,0.0,GK,Ipswich Town,0.0,12,2.6666666666666665,0.0
562,Maeda,5.4,7,1.8,243,0.71,0.01,0.72,MID,Ipswich Town,10.98,12,2.6666666666666665,12.352500000000001
564,Scherpen,4.5,7,1.8,360,0.0,0.01,0.01,GK,Ipswich Town,12.792500000000004,12,2.6666666666666665,14.391562500000004
571,Florentino,4.9,1,0.2,13,0.0,0.01,0.01,MID,Ipswich Town,1.22,12,2.6666666666666665,1.3725
591,Enciso,5.5,13,3.2,340,0.92,0.84,1.76,MID,Ipswich Town,18.52,12,2.6666666666666665,20.835
592,Ouattara,4.0,4,1.0,41,0.0,0.02,0.02,DEF,Ipswich Town,3.28,12,2.6666666666666665,3.69
602,Humphreys,4.5,0,0.0,0,0.0,0.0,0.0,MID,Ipswich Town,0.0,12,2.6666666666666665,0.0
619,Palacios,5.0,9,3.0,195,0.0,0.07,0.07,MID,Ipswich Town,8.913333333333334,12,2.6666666666666665,10.0275
640,Flemming,5.5,6,3.0,51,0.54,0.01,0.55,FWD,Ipswich Town,5.22,12,2.6666666666666665,5.8725
260,Wilson,6.3,4,1.0,127,0.01,0.06,0.07,MID,Leeds,4.98,13,3.3333333333333335,4.482
326,Perri,4.5,0,0.0,0,0.0,0.0,0.0,GK,Leeds,0.0,13,3.3333333333333335,0.0
327,Bijol,5.0,12,3.0,164,0.11,0.0,0.11,DEF,Leeds,9.99,13,3.3333333333333335,8.991
329,Rodon,4.4,7,1.8,123,0.03,0.06,0.09,DEF,Leeds,6.58,13,3.3333333333333335,5.922
330,Bogle,4.5,22,5.5,217,0.9,0.03,0.93,DEF,Leeds,13.11,13,3.3333333333333335,11.798999999999998
331,Gudmundsson,4.5,2,0.5,90,0.0,0.0,0.0,DEF,Leeds,2.8953214285714286,13,3.3333333333333335,2.6057892857142857
332,Justin,4.5,16,4.0,270,0.17,0.02,0.19,DEF,Leeds,15.31,13,3.3333333333333335,13.779
333,Bornauw,4.5,0,0.0,0,0.0,0.0,0.0,DEF,Leeds,0.0,13,3.3333333333333335,0.0
334,Muharemović,5.0,14,3.5,270,0.09,0.02,0.11,DEF,Leeds,11.96,13,3.3333333333333335,10.764
335,Stach,6.0,19,4.8,270,0.49,0.16,0.65,MID,Leeds,16.0,13,3.3333333333333335,14.399999999999999
336,Okafor,5.8,6,1.5,153,0.08,0.18,0.26,MID,Leeds,5.52,13,3.3333333333333335,4.967999999999999
337,Aaronson,5.4,5,1.2,154,0.01,0.02,0.03,MID,Leeds,4.18,13,3.3333333333333335,3.7619999999999996
338,Ampadu,5.4,9,2.2,270,0.01,0.14,0.15,MID,Leeds,8.73,13,3.3333333333333335,7.856999999999999
339,Longstaff,4.9,1,0.2,8,0.0,0.0,0.0,MID,Leeds,1.0,13,3.3333333333333335,0.8999999999999999
341,Gnonto,5.0,0,0.0,0,0.0,0.0,0.0,MID,Leeds,0.0,13,3.3333333333333335,0.0
342,Harrison,5.0,0,0.0,0,0.0,0.0,0.0,MID,Leeds,0.0,13,3.3333333333333335,0.0
343,James,4.9,1,0.2,22,0.24,0.01,0.25,MID,Leeds,1.82,13,3.3333333333333335,1.638
344,Gruev,5.0,0,0.0,0,0.0,0.0,0.0,MID,Leeds,0.0,13,3.3333333333333335,0.0
345,Tanaka,4.9,6,1.5,117,0.53,0.02,0.55,MID,Leeds,5.86,13,3.3333333333333335,5.274
346,Calvert-Lewin,6.0,10,2.5,252,1.61,0.08,1.69,FWD,Leeds,13.18,13,3.3333333333333335,11.861999999999998
347,Nmecha,5.4,5,1.2,38,0.27,0.14,0.41,FWD,Leeds,4.45,13,3.3333333333333335,4.005
348,Piroe,5.0,0,0.0,0,0.0,0.0,0.0,FWD,Leeds,0.0,13,3.3333333333333335,0.0
349,Mateo Joseph,4.5,0,0.0,0,0.0,0.0,0.0,FWD,Leeds,0.0,13,3.3333333333333335,0.0
385,Trafford,5.0,15,3.8,270,0.0,0.0,0.0,GK,Leeds,9.812103174603173,13,3.3333333333333335,8.830892857142855
598,Elvedi,4.5,5,1.2,146,0.0,0.57,0.57,DEF,Leeds,4.9,13,3.3333333333333335,4.41
603,Lienou,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Leeds,0.0,13,3.3333333333333335,0.0
604,Cresswell,4.5,0,0.0,0,0.0,0.0,0.0,MID,Leeds,0.0,13,3.3333333333333335,0.0
625,Cairns,4.0,0,0.0,0,0.0,0.0,0.0,GK,Leeds,0.0,13,3.3333333333333335,0.0
629,Zetterer,4.0,0,0.0,0,0.0,0.0,0.0,GK,Leeds,0.0,13,3.3333333333333335,0.0
641,Bard,4.5,0,0.0,0,0.0,0.0,0.0,DEF,Leeds,0.0,13,3.3333333333333335,0.0
648,Bahoya,5.0,0,0.0,0,0.0,0.0,0.0,MID,Leeds,0.0,13,3.3333333333333335,0.0
350,A.Becker,5.5,19,4.8,360,0.0,0.0,0.0,GK,Liverpool,17.65066666666667,14,3.0,17.65066666666667
351,Mamardashvili,4.9,0,0.0,0,0.0,0.0,0.0,GK,Liverpool,0.0,14,3.0,0.0
352,Woodman,4.0,0,0.0,0,0.0,0.0,0.0,GK,Liverpool,0.0,14,3.0,0.0
353,Pecsi,4.0,0,0.0,0,0.0,0.0,0.0,GK,Liverpool,0.0,14,3.0,0.0
354,Jaros,4.0,0,0.0,0,0.0,0.0,0.0,GK,Liverpool,0.0,14,3.0,0.0
355,Davies,4.0,0,0.0,0,0.0,0.0,0.0,GK,Liverpool,0.0,14,3.0,0.0
356,Virgil,6.5,17,4.2,360,0.25,0.07,0.32,DEF,Liverpool,19.31,14,3.0,19.31
357,Frimpong,5.4,2,0.5,178,0.01,0.23,0.24,DEF,Liverpool,4.8,14,3.0,4.8
358,Kerkez,5.4,7,1.8,295,0.02,0.07,0.09,DEF,Liverpool,7.42,14,3.0,7.42
359,Gomez,5.0,0,0.0,0,0.0,0.0,0.0,DEF,Liverpool,0.0,14,3.0,0.0
360,Bradley,5.0,0,0.0,0,0.0,0.0,0.0,DEF,Liverpool,0.0,14,3.0,0.0
361,Lucky,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Liverpool,0.0,14,3.0,0.0
362,Jacquet,5.0,18,4.5,325,0.0,0.12,0.12,DEF,Liverpool,16.1,14,3.0,16.1
363,Leoni,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Liverpool,0.0,14,3.0,0.0
364,Tsimikas,4.9,2,0.5,64,0.04,0.02,0.06,DEF,Liverpool,2.34,14,3.0,2.34
365,Ramsay,4.0,0,0.0,0,0.0,0.0,0.0,DEF,Liverpool,0.0,14,3.0,0.0
366,Wirtz,7.4,12,3.0,332,0.78,0.35,1.13,MID,Liverpool,13.78,14,3.0,13.78
367,Gakpo,7.2,29,7.2,280,0.44,1.22,1.66,MID,Liverpool,24.67,14,3.0,24.67
368,Szoboszlai,7.0,18,4.5,360,1.29,0.8,2.09,MID,Liverpool,21.22,14,3.0,21.22
369,Ngumoha,5.8,4,1.0,99,0.15,0.05,0.2,MID,Liverpool,4.24,14,3.0,4.24
370,Chiesa,5.4,0,0.0,0,0.0,0.0,0.0,MID,Liverpool,0.0,14,3.0,0.0
371,Gravenberch,5.9,8,2.0,181,0.1,0.07,0.17,MID,Liverpool,7.73,14,3.0,7.73
372,Mac Allister,5.4,6,1.5,216,0.1,0.44,0.54,MID,Liverpool,7.68,14,3.0,7.68
373,C.Jones,5.5,0,0.0,0,0.0,0.0,0.0,MID,Liverpool,0.0,14,3.0,0.0
374,Endo,4.9,0,0.0,0,0.0,0.0,0.0,MID,Liverpool,0.0,14,3.0,0.0
375,Nyoni,4.9,2,0.5,19,0.0,0.0,0.0,MID,Liverpool,1.94,14,3.0,1.94
